example_id,agent,update_ms,read_ms,generation_ms,end_to_end_ms,model_loading_policy
80ec1f4f_abs,bounded_rag,280.8802000072319,10.294000006979331,335.34760000475217,626.5218000189634,one shared preloaded model
eeda8a6d_abs,bounded_rag,247.0500999916112,10.304700001142919,321.3307999976678,578.6855999904219,one shared preloaded model
60bf93ed_abs,bounded_rag,253.14120000984985,9.132299994234927,264.7036999987904,526.9772000028752,one shared preloaded model
edced276_abs,bounded_rag,265.8547000028193,10.439699995913543,311.55899999430403,587.8533999930369,one shared preloaded model
gpt4_372c3eed_abs,bounded_rag,255.08560000162106,11.23119999829214,315.3762000001734,581.6930000000866,one shared preloaded model
8a2466db,bounded_rag,258.6704999994254,11.156099993968382,300.18759999074973,570.0141999841435,one shared preloaded model
06878be2,bounded_rag,258.7457000045106,12.123099993914366,327.0406999945408,597.9094999929657,one shared preloaded model
75832dbd,bounded_rag,246.7294999951264,9.97790000110399,303.12000001140404,559.8274000076344,one shared preloaded model
0edc2aef,bounded_rag,255.16269999206997,9.150599988061003,312.90389999048784,577.2171999706188,one shared preloaded model
35a27287,bounded_rag,267.6544999994803,10.057599996798672,342.0021000056295,619.7142000019085,one shared preloaded model
32260d93,bounded_rag,264.2518999928143,6.26350000675302,311.3982999930158,581.9136999925831,one shared preloaded model
195a1a1b,bounded_rag,293.85699999693315,9.125800002948381,337.80820001265965,640.7910000125412,one shared preloaded model
afdc33df,bounded_rag,271.7850000044564,8.163199992850423,293.92250000091735,573.8706999982242,one shared preloaded model
caf03d32,bounded_rag,258.60349999857135,10.518399998545647,245.2740000007907,514.3958999979077,one shared preloaded model
54026fce,bounded_rag,279.1437000123551,10.612600002787076,243.52540000109002,533.2817000162322,one shared preloaded model
06f04340,bounded_rag,250.2266000083182,9.939499999745749,337.21879999211524,597.3849000001792,one shared preloaded model
6b7dfb22,bounded_rag,241.6021999961231,10.130199996638112,299.46330000529997,551.1956999980612,one shared preloaded model
1a1907b4,bounded_rag,274.3759000004502,10.080100008053705,339.97119999548886,624.4272000039928,one shared preloaded model
09d032c9,bounded_rag,241.87019999953918,9.869399989838712,318.9455999963684,570.6851999857463,one shared preloaded model
38146c39,bounded_rag,269.9747999868123,9.996799999498762,313.67930000124034,593.6508999875514,one shared preloaded model
d24813b1,bounded_rag,261.74339999852236,6.088499998440966,326.3827999908244,594.2146999877878,one shared preloaded model
57f827a0,bounded_rag,264.1447999922093,11.82090000656899,322.44299999729265,598.4086999960709,one shared preloaded model
95228167,bounded_rag,239.79079999844544,9.515800004010089,340.14790000219364,589.4545000046492,one shared preloaded model
505af2f5,bounded_rag,285.9411999961594,10.98170000477694,312.7923000138253,609.7152000147616,one shared preloaded model
75f70248,bounded_rag,242.32850001135375,8.652899996377528,316.0269999934826,567.0084000012139,one shared preloaded model
d6233ab6,bounded_rag,226.2769999942975,11.679900009767152,301.97709999629296,539.9340000003576,one shared preloaded model
